번호,종목코드,종목명,업종코드,업종명,상장주식수,자본금
1870,35720,카카오,106301,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업",88560927,44330463500
1871,293490,카카오게임즈,105802,소프트웨어 개발 및 공급업,74390792,7439079200
1872,42000,카페24,106301,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업",9430597,4715298500
1873,6380,카프로,32001,기초 화학물질 제조업,40000000,20000000000
1874,317530,캐리소프트,105901,"영화, 비디오물, 방송프로그램 제작 및 배급업",6761196,3380598000
1875,71850,캐스텍코리아,33003,자동차 신품 부품 제조업,16569188,8284594000
1876,180400,캔서롭,137209,기타 과학기술 서비스업,23078062,11539031000
1877,50110,캠시스,32602,전자부품 제조업,68761022,34380511000
1878,109070,컨버즈,31702,"골판지, 종이 상자 및 종이용기 제조업",13141388,6570694000
1879,900310,컬러레이,116409,기타 금융업,54000000,336160634
1880,78340,컴투스,105802,소프트웨어 개발 및 공급업,12866420,6433210000
1881,307930,컴퍼니케이,116409,기타 금융업,15610000,9755000000
1882,263700,케어랩스,105802,소프트웨어 개발 및 공급업,17236032,8715799000
1883,327970,케어룸의료산업,32701,의료용 기기 제조업,1000000,500000000
1884,214370,케어젠,32101,기초 의약물질 및 생물학적 제제 제조업,10743000,5371500000
1885,221980,케이디켐,32004,기타 화학제품 제조업,4034800,2017400000
1886,43290,케이맥,32902,특수 목적용 기계 제조업,38503571,3850357100
1887,317030,케이비17호스팩,116601,금융 지원 서비스업,5461000,546100000
1888,1620,케이비아이동국실업,33003,자동차 신품 부품 제조업,66042072,33021036000
1889,323940,케이비제18호스팩,116601,금융 지원 서비스업,7822000,782200000
1890,330990,케이비제19호스팩,116601,금융 지원 서비스업,4301000,430100000
1891,342550,케이비제20호스팩,116601,금융 지원 서비스업,6501000,650100000
1892,192250,케이사인,105802,소프트웨어 개발 및 공급업,70671257,7067125700
1893,29460,케이씨,32702,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외",13554044,6777022000
1894,344820,케이씨씨글라스,32301,유리 및 유리제품 제조업,15970512,15970512000
1895,115500,케이씨에스,106201,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",12000000,6000000000
1896,281820,케이씨텍,32702,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외",20861556,10430778000
1897,89150,케이씨티,106201,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",17150000,8575000000
1898,25880,케이씨피드,31008,동물용 사료 및 조제식품 제조업,16715858,8357929000
1899,93320,케이아이엔엑스,106301,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업",4880000,2440000000
1900,73010,케이에스피,32901,일반 목적용 기계 제조업,36192257,18096128500
1901,105330,케이엔더블유,32602,전자부품 제조업,10261347,5130673500
1902,272110,케이엔제이,32902,특수 목적용 기계 제조업,6345432,3172716000
1903,39420,케이엘넷,106102,전기 통신업,24154730,12077365000
1904,83550,케이엠,31309,기타 섬유제품 제조업,10282028,5141014000
1905,32500,케이엠더블유,32604,통신 및 방송 장비 제조업,39820883,19910441500
1906,225430,케이엠제약,32004,기타 화학제품 제조업,27887050,2788705000
1907,145270,케이탑리츠,126801,부동산 임대 및 공급업,46224127,46224127000
1908,64820,케이프,33101,선박 및 보트 건조업,30901728,15450864000
1909,347140,케이프이에스제4호,116409,기타 금융업,3009000,300900000
1910,256940,케이피에스,32902,특수 목적용 기계 제조업,15339588,7669794000
1911,24880,케이피에프,32509,기타 금속 가공제품 제조업,17718250,8859125000
1912,42040,케이피엠테크,32004,기타 화학제품 제조업,140210787,14021078700
1913,54410,케이피티유,32509,기타 금속 가공제품 제조업,5060000,2530000000
1914,274090,켄코아에어로스페이스,33103,"항공기,우주선 및 부품 제조업",9509831,4754915500
1915,217600,켐온,137001,자연과학 및 공학 연구개발업,63861340,6386134000
1916,89010,켐트로닉스,32004,기타 화학제품 제조업,14858157,7429078500
1917,220260,켐트로스,32004,기타 화학제품 제조업,26323057,2632305700
1918,52400,코나아이,105802,소프트웨어 개발 및 공급업,15559118,7779559000
1919,33110,코너스톤네트웍스,74701,종합 소매업,129772391,64886195500
1920,94860,코닉글로리,105802,소프트웨어 개발 및 공급업,50642595,5064259500
1921,46070,코다코,33003,자동차 신품 부품 제조업,39064256,19532128000
1922,47770,코데즈컴바인,31401,봉제의복 제조업,37842602,18921301000
1923,78940,코드네이처,64203,전기 및 통신 공사업,32009545,16004772500
1924,80530,코디,32004,기타 화학제품 제조업,24482424,12241212000
1925,224060,코디엠,32902,특수 목적용 기계 제조업,263233774,26323377400
1926,357120,코람코에너지리츠,126801,부동산 임대 및 공급업,69620000,34810000000
1927,78650,코렌,32703,사진장비 및 광학기기 제조업,68975373,34487686500
1928,104540,코렌텍,32701,의료용 기기 제조업,11625782,5812891000
1929,27050,코리아나,32004,기타 화학제품 제조업,40000000,20000000000
1930,290510,코리아센터,105802,소프트웨어 개발 및 공급업,76200637,7666983700
1931,7810,코리아써키트,32602,전자부품 제조업,23620751,13684570000
1932,190650,코리아에셋투자증권,116409,기타 금융업,6388000,31940000000
1933,101670,코리아에스이,32501,"구조용 금속제품, 탱크 및 증기발생기 제조업",18900000,3780000000
1934,123410,코리아에프티,33003,자동차 신품 부품 제조업,27841064,2784106400
1935,3690,코리안리,116502,재 보험업,120369116,60184558000
1936,36690,코맥스,32604,통신 및 방송 장비 제조업,14991767,7495883500
1937,49430,코메론,32702,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외",9048000,4524000000
1938,183300,코미코,32902,특수 목적용 기계 제조업,10002266,5001133000
1939,41960,코미팜,32102,의약품 제조업,64185876,6418587600
1940,89890,코세스,32902,특수 목적용 기계 제조업,16584962,8425981000
1941,9730,코센,32401,1차 철강 제조업,29170165,14585082500
1942,189350,코셋,32604,통신 및 방송 장비 제조업,4000000,2000000000
1943,82660,코스나인,32604,통신 및 방송 장비 제조업,30387071,15193535500
1944,192820,코스맥스,32004,기타 화학제품 제조업,10049509,5024754500
1945,44820,코스맥스비티아이,116409,기타 금융업,9603921,4801960500
1946,222040,코스맥스엔비티,31007,기타 식품 제조업,20628000,10314000000
1947,241710,코스메카코리아,32004,기타 화학제품 제조업,10680000,5340000000
1948,5070,코스모신소재,32004,기타 화학제품 제조업,29247965,29247965000
1949,5420,코스모화학,32004,기타 화학제품 제조업,26110825,26110825000
1950,69110,코스온,32004,기타 화학제품 제조업,22891813,11445906500
1951,71950,코아스,33201,가구 제조업,30907210,15453605000
1952,166480,코아스템,32102,의약품 제조업,15717440,7858720000
1953,45970,코아시아,32601,반도체 제조업,26314876,13157438000
1954,29960,코엔텍,53802,폐기물 처리업,50000000,25000000000
1955,2020,코오롱,116409,기타 금융업,12626426,68514080000
1956,3070,코오롱글로벌,64102,토목 건설업,25210438,1.27616E+11
1957,144620,코오롱머티리얼,32005,화학섬유 제조업,68658635,68658635000
1958,102940,코오롱생명과학,32101,기초 의약물질 및 생물학적 제제 제조업,11412356,5706178000
1959,120110,코오롱인더,32005,화학섬유 제조업,26978840,1.48734E+11
1960,950160,코오롱티슈진,32101,기초 의약물질 및 생물학적 제제 제조업,61117550,0
1961,138490,코오롱플라스틱,32002,합성고무 및 플라스틱 물질 제조업,38000000,38000000000
1962,21240,코웨이,199609,그외 기타 개인 서비스업,73799619,40662398000
1963,33290,코웰패션,74704,"섬유, 의복, 신발 및 가죽제품 소매업",88500234,46532198500
1964,56360,코위버,32604,통신 및 방송 장비 제조업,9796800,4898400000
1965,282880,코윈테크,32902,특수 목적용 기계 제조업,9251492,4625746000
1966,121850,코이즈,32202,플라스틱제품 제조업,15411517,7705758500
1967,15710,코콤,32604,통신 및 방송 장비 제조업,17530500,8765250000
1968,52330,코텍,32605,영상 및 음향기기 제조업,15574552,7787276000
1969,322780,코퍼스코리아,105901,"영화, 비디오물, 방송프로그램 제작 및 배급업",34305674,3430567400
1970,126600,코프라,32002,합성고무 및 플라스틱 물질 제조업,21115634,10557817000
1971,200130,콜마비앤에이치,32101,기초 의약물질 및 생물학적 제제 제조업,29543558,14771779000
1972,31820,콤텍시스템,106201,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",67851466,33925733000
1973,192400,쿠쿠홀딩스,116409,기타 금융업,7112437,3556218500
1974,284740,쿠쿠홈시스,147602,개인 및 가정용품 임대업,22437330,2243733000
1975,317690,퀀타매트릭스,32701,의료용 기기 제조업,14654924,7327462000
1976,60280,큐렉소,74708,기타 상품 전문 소매업,33437417,16718708500
1977,15590,큐로,32901,일반 목적용 기계 제조업,227211638,1.13606E+11
1978,40350,큐로컴,106201,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",119466889,59733444500
1979,51780,큐로홀딩스,105901,"영화, 비디오물, 방송프로그램 제작 및 배급업",120600795,60300397500
1980,115180,큐리언트,137001,자연과학 및 공학 연구개발업,8843589,4421794500
1981,43090,큐브앤컴퍼니,74607,기타 전문 도매업,32590313,16295156500
1982,182360,큐브엔터,105902,오디오물 출판 및 원판 녹음업,34518838,3451883800
1983,66310,큐에스아이,32601,반도체 제조업,8278230,4139115000
1984,136660,큐엠씨,32902,특수 목적용 기계 제조업,9443800,4721900000
1985,16600,큐캐피탈,116409,기타 금융업,167901923,83950961500
1986,264900,크라운제과,31007,기타 식품 제조업,12523850,2659482000
1987,5740,크라운해태홀딩스,116409,기타 금융업,14847347,7724036500
1988,215570,크로넥스,137001,자연과학 및 공학 연구개발업,3187500,1593750000
1989,43590,크로바하이텍,32601,반도체 제조업,24765558,12382779000
1990,114120,크루셜텍,32602,전자부품 제조업,20961315,20961315000
1991,110790,크리스에프앤씨,31401,봉제의복 제조업,11715480,11715480000
1992,900250,크리스탈신소재,116409,기타 금융업,67783852,33891926
1993,83790,크리스탈지노믹스,137001,자연과학 및 공학 연구개발업,46163214,23081607000
1994,45520,크린앤사이언스,32901,일반 목적용 기계 제조업,6500000,3650000000
1995,36170,클라우드에어,32601,반도체 제조업,46496007,46496007000
1996,214150,클래시스,32701,의료용 기기 제조업,64716864,6471686400
1997,352770,클리노믹스,32103,의료용품 및 기타 의약 관련제품 제조업,13315141,1331514100
1998,237880,클리오,32004,기타 화학제품 제조업,17210819,8605409500
1999,139670,키네마스터,105802,소프트웨어 개발 및 공급업,13546307,6773153500
2000,20120,키다리스튜디오,106301,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업",19119451,9559725500
2001,311270,키움제5호스팩,116601,금융 지원 서비스업,3600000,360000000
2002,39490,키움증권,116601,금융 지원 서비스업,25662745,1.28314E+11
2003,12170,키위미디어그룹,105901,"영화, 비디오물, 방송프로그램 제작 및 배급업",62022534,31011267000
2004,54780,키이스트,105901,"영화, 비디오물, 방송프로그램 제작 및 배급업",17553224,8776612000
2005,219130,타이거일렉,32602,전자부품 제조업,6314290,3157145000
2006,180060,탑선,32809,기타 전기장비 제조업,8506666,4253333000
2007,65130,탑엔지니어링,32902,특수 목적용 기계 제조업,15976257,8324128500
2008,14580,태경비케이,32303,"시멘트, 석회, 플라스터 및 그 제품 제조업",27583100,13791550000
2009,15890,태경산업,32001,기초 화학물질 제조업,29228750,14614375000
2010,6890,태경케미컬,32001,기초 화학물질 제조업,11600000,5800000000
2011,23160,태광,32401,1차 철강 제조업,26500000,13250000000
2012,3240,태광산업,32005,화학섬유 제조업,1113400,5567000000
2013,11280,태림포장,31702,"골판지, 종이 상자 및 종이용기 제조업",70805940,35402970000
2014,53620,태양,32509,기타 금속 가공제품 제조업,8600000,4300000000
2015,4100,태양금속,33003,자동차 신품 부품 제조업,36700000,20000000000
2016,116100,태양기계,33003,자동차 신품 부품 제조업,6239986,3119993000
2017,9410,태영건설,64102,토목 건설업,38899098,20100620000
2018,44490,태웅,32509,기타 금속 가공제품 제조업,20007381,10003690500
2019,124560,태웅로직스,85209,기타 운송관련 서비스업,19536792,1953679200
2020,1420,태원물산,33003,자동차 신품 부품 제조업,7600000,3800000000
2021,7980,태평양물산,31401,봉제의복 제조업,48149587,24955871000
2022,191420,테고사이언스,32101,기초 의약물질 및 생물학적 제제 제조업,8108834,4054417000
2023,73640,테라사이언스,32509,기타 금속 가공제품 제조업,68891711,6889171100
2024,182690,테라셈,32601,반도체 제조업,21163148,10581574000
2025,66700,테라젠이텍스,32102,의약품 제조업,32444435,16222217500
2026,95610,테스,32902,특수 목적용 기계 제조업,19768226,9884113000
2027,131970,테스나,137309,"그외 기타 전문, 과학 및 기술 서비스업",14759577,7379788500
2028,55490,테이팩스,32202,플라스틱제품 제조업,4717650,3771825000
2029,308700,테크엔,32804,전구 및 조명장치 제조업,4000000,400000000
2030,89030,테크윙,32902,특수 목적용 기계 제조업,19318786,9723110000
2031,258050,테크트랜스,32509,기타 금속 가공제품 제조업,7195543,719554300
2032,54450,텔레칩스,32601,반도체 제조업,13505911,6752955500
2033,91440,텔레필드,32604,통신 및 방송 장비 제조업,9175875,4587937500
2034,78000,텔코웨어,106301,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업",9702706,5026353000
2035,200230,텔콘RF제약,32604,통신 및 방송 장비 제조업,87509012,8750901200
2036,214420,토니모리,32004,기타 화학제품 제조업,17640000,3528000000
2037,215480,토박스코리아,74704,"섬유, 의복, 신발 및 가죽제품 소매업",45761436,4576143600
2038,51360,토비스,32605,영상 및 음향기기 제조업,16717058,8358529000
2039,45340,토탈소프트,105802,소프트웨어 개발 및 공급업,8558040,4279020000
2040,108230,톱텍,32902,특수 목적용 기계 제조업,38023245,19147956000
2041,79970,투비소프트,105802,소프트웨어 개발 및 공급업,37113526,18556763000
2042,199800,툴젠,137001,자연과학 및 공학 연구개발업,6780375,3390187500
2043,105550,트루윈,32602,전자부품 제조업,13903785,6951892500
2044,26150,특수건설,64102,토목 건설업,15625726,7812863000
2045,322180,티라유텍,105802,소프트웨어 개발 및 공급업,5433750,543375000
2046,117730,티로보틱스,32902,특수 목적용 기계 제조업,13185871,6592935500
2047,33830,티비씨,106002,텔레비전 방송업,100000000,50000000000
2048,57680,티사이언티픽,105802,소프트웨어 개발 및 공급업,46956217,23478108500
2049,64760,티씨케이,32309,기타 비금속 광물제품 제조업,11675000,5837500000
2050,246710,티앤알바이오팹,32101,기초 의약물질 및 생물학적 제제 제조업,8430915,4215457500
2051,340570,티앤엘,32103,의료용품 및 기타 의약 관련제품 제조업,4064000,2432000000
2052,277880,티에스아이,32902,특수 목적용 기계 제조업,9267115,4633557500
2053,131290,티에스이,32702,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외",11061429,5530714500
2054,19180,티에이치엔,32809,기타 전기장비 제조업,18000000,9000000000
2055,356860,티엘비,32602,전자부품 제조업,4916315,2458157500
2056,62860,티엘아이,32601,반도체 제조업,9872720,4936360000
2057,363280,티와이홀딩스,116409,기타 금융업,40171615,20713476500
2058,321550,티움바이오,137001,자연과학 및 공학 연구개발업,23783926,11891963000
2059,91810,티웨이항공,85101,항공 여객 운송업,110330279,55165139500
2060,4870,티웨이홀딩스,32303,"시멘트, 석회, 플라스터 및 그 제품 제조업",76680856,38340428000
2061,191600,티케이씨,32602,전자부품 제조업,2850000,1425000000
2062,104480,티케이케미칼,32005,화학섬유 제조업,90895434,45447717000
2063,309900,티티씨디펜스,137309,"그외 기타 전문, 과학 및 기술 서비스업",10000000,5000000000
2064,81150,티플랙스,32509,기타 금속 가공제품 제조업,24268402,12134201000
2065,130740,티피씨글로벌,33003,자동차 신품 부품 제조업,11276679,5638339500
2066,217880,틸론,105802,소프트웨어 개발 및 공급업,3430317,1715158500
2067,84730,팅크웨어,32604,통신 및 방송 장비 제조업,10425682,5212841000
2068,46210,파나진,32103,의료용품 및 기타 의약 관련제품 제조업,32136660,16068330000
2069,34230,파라다이스,189102,유원지 및 기타 오락관련 서비스업,90942672,47032355000
2070,33540,파라텍,32902,특수 목적용 기계 제조업,16983690,8491845000
2071,43200,파루,32801,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",38785447,19392723500
2072,217950,파마리서치바이오,32102,의약품 제조업,4049391,2024695500
2073,214450,파마리서치프로덕트,74604,생활용품 도매업,9789072,4894536000
2074,208340,파멥신,32102,의약품 제조업,14243029,7121514500
2075,5690,파미셀,32101,기초 의약물질 및 생물학적 제제 제조업,59958950,29979475000
2076,177830,파버나인,32602,전자부품 제조업,13532347,6766173500
2077,37070,파세코,32805,가정용 기기 제조업,14000000,7000000000
2078,150900,파수,105802,소프트웨어 개발 및 공급업,11153093,5576546500
2079,37030,파워넷,32801,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",16500694,16500694000
2080,47310,파워로직스,32801,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",34420982,17442716000
2081,266870,파워풀엑스,74604,생활용품 도매업,6408680,3204340000
2082,170790,파이오링크,32604,통신 및 방송 장비 제조업,6856330,3428165000
2083,49120,파인디앤씨,32602,전자부품 제조업,26359944,13179972000
2084,38950,파인디지털,32604,통신 및 방송 장비 제조업,10210765,5105382500
2085,278990,파인이엠텍,32801,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",3624222,1812111000
2086,106240,파인테크닉스,32604,통신 및 방송 장비 제조업,43407136,21703568000
2087,131760,파인텍,32902,특수 목적용 기계 제조업,42925080,21462540000
2088,65690,파커스,32601,반도체 제조업,13963509,6981754500
2089,140860,파크시스템스,32702,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외",6671255,3335627500
2090,91700,파트론,32602,전자부품 제조업,54156410,27078205000
2091,38160,팍스넷,106309,기타 정보 서비스업,12240376,6120188000
2092,202960,판도라티비,105802,소프트웨어 개발 및 공급업,11915582,5957791000
2093,32800,판타지오,189001,창작 및 예술관련 서비스업,72703943,36351971500
2094,318010,팜스빌,31007,기타 식품 제조업,7929338,3964669000
2095,36580,팜스코,31006,"곡물가공품, 전분 및 전분제품 제조업",36727943,18363971500
2096,27710,팜스토리,31008,동물용 사료 및 조제식품 제조업,111416600,57508629000
2097,225590,패션플랫폼,31401,봉제의복 제조업,26636713,2663671300
2098,54300,팬스타엔터프라이즈,32901,일반 목적용 기계 제조업,52447890,26223945000
2099,68050,팬엔터테인먼트,105901,"영화, 비디오물, 방송프로그램 제작 및 배급업",27247982,13623991000
2100,28670,팬오션,85001,해상 운송업,534569512,5.3457E+11
2101,222110,팬젠,32102,의약품 제조업,9641781,4820890500
2102,10820,퍼스텍,32502,무기 및 총포탄 제조업,48061460,24030730000
2103,16800,퍼시스,33201,가구 제조업,11500000,14300000000
2104,263750,펄어비스,105802,소프트웨어 개발 및 공급업,13189850,6594925000
2105,251970,펌텍코리아,32202,플라스틱제품 제조업,12400000,6200000000
2106,1020,페이퍼코리아,31701,"펄프, 종이 및 판지 제조업",37502728,18751364000
2107,327610,펨토바이오메드,137001,자연과학 및 공학 연구개발업,5540045,2770022500
2108,87010,펩트론,32101,기초 의약물질 및 생물학적 제제 제조업,20626853,10313426500
2109,90080,평화산업,33003,자동차 신품 부품 제조업,54902259,27451129500
2110,43370,평화정공,33003,자동차 신품 부품 제조업,21000000,10500000000
2111,10770,평화홀딩스,33003,자동차 신품 부품 제조업,14625466,7312733000
2112,119500,포메탈,32509,기타 금속 가공제품 제조업,11847232,6012340000
2113,16670,포비스티앤씨,74607,기타 전문 도매업,86559394,43279697000
2114,56730,포스링크,74607,기타 전문 도매업,70703912,35351956000
2115,22100,포스코 ICT,137201,"건축기술, 엔지니어링 및 관련 기술 서비스업",152034729,76017364500
2116,58430,포스코강판,32401,1차 철강 제조업,6000000,30000000000
2117,9520,포스코엠텍,32401,1차 철강 제조업,41642703,20821351500
2118,47050,포스코인터내셔널,74601,상품 중개업,123375149,6.16876E+11
2119,3670,포스코케미칼,32302,"내화, 비내화 요업제품 제조업",77463220,38731610000
2120,189690,포시에스,105802,소프트웨어 개발 및 공급업,8260611,4130305500
2121,318020,포인트모바일,32603,컴퓨터 및 주변장치 제조업,6430586,643058600
2122,256630,포인트엔지니어링,32509,기타 금속 가공제품 제조업,56721562,5672156200
2123,141020,포티스,74709,무점포 소매업,174440126,87220063000
2124,354230,폭스소프트,105802,소프트웨어 개발 및 공급업,600000,300000000
2125,7630,폴루스바이오팜,74601,상품 중개업,45007695,22503847500
2126,290720,푸드나무,74709,무점포 소매업,6806034,3403017000
2127,5670,푸드웰,31003,"과실, 채소 가공 및 저장 처리업",10000000,5000000000
2128,94940,푸른기술,32603,컴퓨터 및 주변장치 제조업,6574202,3287101000
2129,7330,푸른저축은행,116401,은행 및 저축기관,15082800,15082800000
2130,17810,풀무원,31007,기타 식품 제조업,38120539,19060269500
2131,93380,풍강,32509,기타 금속 가공제품 제조업,9879313,4939656500
2132,23900,풍국주정,31101,알코올음료 제조업,12600000,6300000000
2133,103140,풍산,32402,1차 비철금속 제조업,28024278,1.40121E+11
2134,5810,풍산홀딩스,116409,기타 금융업,7163556,45175835000
2135,195440,퓨전,105802,소프트웨어 개발 및 공급업,4135992,2067996000
2136,214270,퓨쳐스트림네트웍스,105802,소프트웨어 개발 및 공급업,101427179,10142717900
2137,220100,퓨쳐켐,32102,의약품 제조업,12983775,6491887500
2138,35200,프럼파스트,32202,플라스틱제품 제조업,9730590,4865295000
2139,203690,프로스테믹스,32101,기초 의약물질 및 생물학적 제제 제조업,45756948,4575694800
2140,303360,프로테옴텍,32103,의료용품 및 기타 의약 관련제품 제조업,10435975,5217987500
2141,53610,프로텍,32902,특수 목적용 기계 제조업,11000000,5500000000
2142,335810,프리시젼바이오,32701,의료용 기기 제조업,11243846,5621923000
2143,53160,프리엠스,32801,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",6000000,3000000000
2144,75130,플랜티넷,106201,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",8960000,4480000000
2145,222670,플럼라인생명과학,137001,자연과학 및 공학 연구개발업,2867050,1433525000
2146,237820,플레이디,137103,광고업,12827140,6413570000
2147,23770,플레이위드,105802,소프트웨어 개발 및 공급업,8703529,4351764500
2148,300080,플리토,106301,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업",5209811,2604905500
2149,150440,피노텍,105802,소프트웨어 개발 및 공급업,9565412,4782706000
2150,32580,피델릭스,32601,반도체 제조업,32708336,16354168000
2151,950210,피비파마,137001,자연과학 및 공학 연구개발업,60096155,0
2152,51380,피씨디렉트,74605,기계장비 및 관련 물품 도매업,7668536,3834268000
2153,241820,피씨엘,32103,의료용품 및 기타 의약 관련제품 제조업,10078897,5039448500
2154,237750,피앤씨테크,32801,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",6496600,3248300000
2155,131390,피앤이솔루션,32801,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",14818910,7409455000
2156,24850,피에스엠씨,32602,전자부품 제조업,40016523,20008261500
2157,319660,피에스케이,32902,특수 목적용 기계 제조업,14765020,7382510000
2158,31980,피에스케이홀딩스,32902,특수 목적용 기계 제조업,21562395,10781197500
2159,2230,피에스텍,32702,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외",19669243,9834621500
2160,242350,피엔아이컴퍼니,105901,"영화, 비디오물, 방송프로그램 제작 및 배급업",4761520,2380760000
2161,239890,피엔에이치테크,32001,기초 화학물질 제조업,3995376,1997688000
2162,347740,피엔케이피부임상연구센타,137309,"그외 기타 전문, 과학 및 기술 서비스업",7502644,3751322000
2163,137400,피엔티,32902,특수 목적용 기계 제조업,22461453,11230726500
2164,128660,피제이메탈,32402,1차 비철금속 제조업,24803369,12401684500
2165,6140,피제이전자,32701,의료용 기기 제조업,15000000,7500000000
2166,304840,피플바이오,32103,의료용품 및 기타 의약 관련제품 제조업,5647470,2823735000
2167,62970,피피아이,32604,통신 및 방송 장비 제조업,9308185,4654092500
2168,87600,픽셀플러스,32602,전자부품 제조업,8166558,4083279000
2169,57880,필로시스헬스케어,74704,"섬유, 의복, 신발 및 가죽제품 소매업",78696192,39348096000
2170,33180,필룩스,32602,전자부품 제조업,93202682,46751341000
2171,161580,필옵틱스,32902,특수 목적용 기계 제조업,19986702,9993351000
2172,347770,핌스,32602,전자부품 제조업,7264943,3632471500
2173,163730,핑거,105802,소프트웨어 개발 및 공급업,8839014,4419507000
2174,332710,하나금융14호스팩,116601,금융 지원 서비스업,4410000,441000000
2175,341160,하나금융15호스팩,116601,금융 지원 서비스업,4710000,471000000
2176,343510,하나금융16호스팩,116601,금융 지원 서비스업,4010000,401000000
2177,363260,하나금융17호스팩,116601,금융 지원 서비스업,6810000,681000000
2178,86790,하나금융지주,116409,기타 금융업,300242062,1.50121E+12
2179,299030,하나기술,32902,특수 목적용 기계 제조업,3762726,1881363000
2180,67310,하나마이크론,32601,반도체 제조업,30665423,15332711500
2181,307160,하나머스트제6호스팩,116601,금융 지원 서비스업,4590000,459000000
2182,166090,하나머티리얼즈,32601,반도체 제조업,19627674,9813837000
2183,293480,하나제약,32102,의약품 제조업,16200000,8100000000
2184,39130,하나투어,147502,여행사 및 기타 여행보조 서비스업,13939185,6969592500
2185,136480,하림,31001,"도축, 육류 가공 및 저장 처리업",106209702,53104851000
2186,3380,하림지주,116409,기타 금융업,92341820,9275667700
2187,172580,하이골드12호,147601,운송장비 임대업,13044500,65222500000
2188,153360,하이골드3호,147601,운송장비 임대업,16149790,80748950000
2189,149980,하이로닉,32701,의료용 기기 제조업,14099995,1409999500
2190,13030,하이록코리아,32401,1차 철강 제조업,13613232,6806616000
2191,126700,하이비젼시스템,32703,사진장비 및 광학기기 제조업,14942112,7471056000
2192,106080,하이소닉,32602,전자부품 제조업,14640726,14640726000
2193,71090,하이스틸,32401,1차 철강 제조업,1999944,9999720000
2194,340120,하이제5호스팩,116601,금융 지원 서비스업,5020000,502000000
2195,221840,하이즈항공,33103,"항공기,우주선 및 부품 제조업",17696167,8848083500
2196,106190,하이텍팜,74607,기타 전문 도매업,7088782,3544391000
2197,19490,하이트론,32605,영상 및 음향기기 제조업,6714764,16786910000
2198,80,하이트진로,31101,알코올음료 제조업,70133611,3.68819E+11
2199,140,하이트진로홀딩스,116409,기타 금융업,23206765,1.18388E+11
2200,66130,하츠,32805,가정용 기기 제조업,12800000,6400000000
2201,368770,한국9호스팩,116601,금융 지원 서비스업,4810000,481000000
2202,152550,한국ANKOR유전,116402,신탁업 및 집합투자업,70020000,3.501E+11
2203,4590,한국가구,74604,생활용품 도매업,15000000,1500000000
2204,36460,한국가스공사,43502,연료용 가스 제조 및 배관공급업,92313000,4.61565E+11
2205,39340,한국경제TV,106002,텔레비전 방송업,23000000,11500000000
2206,5430,한국공항,85209,기타 운송관련 서비스업,3166355,15831775000
2207,71050,한국금융지주,116409,기타 금융업,55725992,3.07921E+11
2208,34950,한국기업평가,147509,기타 사업지원 서비스업,4540514,24452570000
2209,10040,한국내화,32302,"내화, 비내화 요업제품 제조업",22863632,11431816000
2210,25540,한국단자,32801,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",10415000,5207500000
2211,222980,한국맥널티,31007,기타 식품 제조업,10534795,5267397500
2212,331660,한국미라클피플사,32004,기타 화학제품 제조업,1100000,550000000
2213,318000,한국바이오젠,32002,합성고무 및 플라스틱 물질 제조업,8176825,1635365000
2214,256840,한국비엔씨,32101,기초 의약물질 및 생물학적 제제 제조업,51531636,5153163600
2215,4090,한국석유,32309,기타 비금속 광물제품 제조업,655200,3276000000
2216,25550,한국선재,32401,1차 철강 제조업,24522254,12261127000
2217,2200,한국수출포장,31702,"골판지, 종이 상자 및 종이용기 제조업",4000000,20000000000
2218,2960,한국쉘석유,31902,석유 정제품 제조업,1300000,7000000000
2219,23890,한국아트라스비엑스,32802,일차전지 및 축전지 제조업,9150000,9150000000
